日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2023-07-07,601088,中国神华(601088),分红,2023-07-07,2.550,0.0,0.0,0.0,0.00,80500,80500,205275.00,每股分红2.550元
2023-07-14,601225,陕西煤业(601225),分红,2023-07-14,2.180,0.0,0.0,0.0,0.00,146400,146400,319152.00,每股分红2.180元
2023-07-28,601898,中煤能源(601898),分红,2023-07-28,0.413,0.0,0.0,0.0,0.00,316400,316400,130673.20,每股分红0.413元
2024-05-17,000933,神火股份(000933),分红,2024-05-17,0.800,0.0,0.0,0.0,0.00,273500,273500,218800.00,每股分红0.800元
2024-05-31,002738,中矿资源(002738),分红,2024-05-31,1.000,0.0,0.0,0.0,0.00,131679,131679,131679.00,每股分红1.000元
2024-06-07,600985,淮北矿业(600985),分红,2024-06-07,1.000,0.0,0.0,0.0,0.00,79700,79700,79700.00,每股分红1.000元
2024-06-14,603345,安井食品(603345),分红,2024-06-14,1.775,0.0,0.0,0.0,0.00,100,100,177.50,每股分红1.775元
2024-06-21,000807,云铝股份(000807),分红,2024-06-21,0.230,0.0,0.0,0.0,0.00,197300,197300,45379.00,每股分红0.230元
2024-06-28,601225,陕西煤业(601225),分红,2024-06-28,1.315,0.0,0.0,0.0,0.00,146400,146400,192516.00,每股分红1.315元
2024-06-28,600079,人福医药(600079),分红,2024-06-28,0.460,0.0,0.0,0.0,0.00,121100,121100,55706.00,每股分红0.460元
2024-07-12,601088,中国神华(601088),分红,2024-07-12,2.260,0.0,0.0,0.0,0.00,20200,20200,45652.00,每股分红2.260元
2024-07-26,002460,赣锋锂业(002460),分红,2024-07-26,0.800,0.0,0.0,0.0,0.00,37900,37900,30320.00,每股分红0.800元
2024-08-23,601898,中煤能源(601898),分红,2024-08-23,0.442,0.0,0.0,0.0,0.00,316400,316400,139848.80,每股分红0.442元
2024-09-27,603345,安井食品(603345),分红,2024-09-27,1.380,0.0,0.0,0.0,0.00,100,100,138.00,每股分红1.380元
2024-09-30,000807,云铝股份(000807),分红,2024-09-30,0.230,0.0,0.0,0.0,0.00,197300,197300,45379.00,每股分红0.230元
2024-10-11,600079,人福医药(600079),分红,2024-10-11,0.150,0.0,0.0,0.0,0.00,181600,181600,27240.00,每股分红0.150元
2024-10-25,601225,陕西煤业(601225),分红,2024-10-25,0.109,0.0,0.0,0.0,0.00,146400,146400,15957.60,每股分红0.109元
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,0.221,0.0,0.0,0.0,0.00,316400,316400,69924.40,每股分红0.221元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,0.300,0.0,0.0,0.0,0.00,273500,273500,82050.00,每股分红0.300元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,146400,146400,15079.20,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,100,100,95.00,每股分红0.950元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,273500,273500,136750.00,每股分红0.500元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,122000,122000,91500.00,每股分红0.750元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,100,100,101.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,224700,224700,255259.20,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,197300,197300,35514.00,每股分红0.180元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,131679,131679,65839.50,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,22200,22200,50172.00,每股分红2.260元
2025-07-18,002460,赣锋锂业(002460),分红,2025-07-18,0.150,0.0,0.0,0.0,0.00,37900,37900,5685.00,每股分红0.150元
